run_datetime,S0,K,mu,sigma,N,monitoring_dates,style,l1,l2,l3,e1,e2,initial_option_value
2023-11-21 14:31:21.796671,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05743927692638577
2023-11-21 15:02:19.949209,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055593298925319584
2023-11-21 15:02:45.929757,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055425480251939864
2023-11-21 15:03:06.171669,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05570449232198717
2023-11-21 15:03:30.561213,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05588575008804291
2023-11-21 15:03:54.757764,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056760310025814546
2023-11-21 15:04:21.850387,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0554573781766719
2023-11-21 15:04:47.689918,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05551670470791186
2023-11-21 15:05:24.853408,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05540795779825929
2023-11-21 15:05:51.061076,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05537963376291359
2023-11-21 15:06:15.986321,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05544593586778041
2023-11-21 15:06:36.827319,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05553423997911783
2023-11-21 15:07:01.668857,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056004359892299974
2023-11-21 15:07:22.744025,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056665241685287096
2023-11-21 15:07:53.327712,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05545278471418525
2023-11-21 15:08:14.813733,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056276397980051754
2023-11-21 15:08:43.436780,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055799802926765854
2023-11-21 15:09:11.937813,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05571292909632856
2023-11-21 15:09:40.905038,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05561028771697493
2023-11-21 15:10:09.230537,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05602496897689442
2023-11-21 15:10:32.232334,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05550213963817567
2023-11-21 15:11:06.828415,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0556282121001051
2023-11-21 15:11:40.116190,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05550012635473566
2023-11-21 15:11:54.328588,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05567269575456023
2023-11-21 15:12:18.303604,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05642622395294235
2023-11-21 15:12:42.779987,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05563494649487703
2023-11-21 15:13:05.359503,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055360821853151936
2023-11-21 15:13:38.465209,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0554416385166598
2023-11-21 15:14:06.798816,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05534801131070879
2023-11-21 15:14:20.907575,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05596813744880347
2023-11-21 15:14:48.105441,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05579916025231694
2023-11-21 15:15:16.930752,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05581723482924575
2023-11-21 15:15:48.815333,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055421747251504595
2023-11-21 15:16:22.559852,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05598535089513337
2023-11-21 15:16:49.519739,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05547254854860212
2023-11-21 15:17:18.929360,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055930725228844846
2023-11-21 15:17:48.051821,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055701606052649594
2023-11-21 15:18:14.081880,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05779810990054226
2023-11-21 15:18:33.748390,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055455034758579505
2023-11-21 15:19:13.381123,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05741628110433164
2023-11-21 15:19:42.124610,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05649616707141311
2023-11-21 15:20:04.309404,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05547317934032257
2023-11-21 15:20:32.717950,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05635185749395437
2023-11-21 15:20:56.089619,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055967065708386304
2023-11-21 15:21:22.770370,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05558441481391833
2023-11-21 15:21:53.557486,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056543338684059766
2023-11-21 15:22:17.233654,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05610916330512481
2023-11-21 15:22:37.216233,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0552839301966836
2023-11-21 15:22:57.623379,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055469767556429024
2023-11-21 15:23:24.037076,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055944423137688014
2023-11-21 15:23:56.554650,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05551992215362549
2023-11-21 15:24:23.334768,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0554276605002463
2023-11-21 15:24:47.817366,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05848604075322104
2023-11-21 15:25:11.764321,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055491723465587166
2023-11-21 15:25:35.322903,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05500001162564338
2023-11-21 15:26:00.826252,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055319913994566934
2023-11-21 15:26:18.771380,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055881701680760995
2023-11-21 15:26:45.077880,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05551270752794273
2023-11-21 15:27:12.926323,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05619220665682649
2023-11-21 21:28:49.167219,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05578873082441887
2023-11-21 22:10:54.198819,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0
2023-11-21 22:11:54.186139,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0
2023-11-21 22:15:38.350559,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05680762401868224
2023-11-21 22:16:18.300220,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055429920683325334
2023-11-21 22:17:54.014149,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05619959579762034
2023-11-21 22:21:09.501861,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05584452138800255
2023-11-21 22:21:34.918131,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05620168843070416
2023-11-21 22:22:03.309122,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0570111914882423
2023-11-21 22:22:24.148673,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05632084333134095
2023-11-21 22:22:48.041006,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05602023687867823
2023-11-21 22:23:20.353744,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05607959134526545
2023-11-21 22:23:54.794983,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05612772519234993
2023-11-21 22:24:20.314723,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05591364738912322
2023-11-21 22:24:53.064069,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05557713944751565
2023-11-21 22:25:10.291611,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05610272838142674
2023-11-21 22:25:37.295717,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05629365364383936
2023-11-21 22:25:53.427648,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0558460679520637
2023-11-21 22:26:22.430611,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05608912627938064
2023-11-21 22:31:45.724766,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055786597070846405
2023-11-21 22:32:06.953405,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055858440309877175
2023-11-21 22:37:29.598892,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05679852472047949
2023-11-21 22:38:02.022091,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05608513647778714
2023-11-21 22:53:50.893615,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056192567075020905
2023-11-21 22:54:15.529339,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056291365688939644
2023-11-21 23:10:21.595291,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05707378610491956
2023-11-21 23:10:47.717119,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05602223528599322
2023-11-21 23:11:14.398150,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05581798475853759
2023-11-21 23:27:58.775906,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05790613595705759
2023-11-21 23:45:27.941803,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056217992044155764
2023-11-21 23:45:55.483410,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05592264409518124
2023-11-21 23:48:08.631600,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05572569362165097
2023-11-21 23:48:36.257968,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05622012715504286
2023-11-21 23:49:04.588498,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055887807482576
2023-11-22 00:06:17.607989,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05581801288685576
2023-11-22 00:06:34.780905,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05582950820509483
2023-11-22 00:22:36.154560,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05752232944457531
2023-11-22 00:38:02.201164,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05593619473047707
2023-11-22 00:38:28.766924,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05596348425057125
2023-11-22 00:54:26.676114,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056019940498536876
2023-11-22 00:54:52.224191,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05625238186842555
2023-11-22 01:11:18.057172,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05638348306563156
2023-11-22 01:28:00.151185,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05612494904492281
2023-11-22 01:28:26.422793,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05572173556303122
2023-11-22 01:44:05.834712,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05621563213421172
2023-11-22 01:44:31.977488,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056303357068762654
2023-11-22 01:44:59.832601,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05808194829052999
2023-11-22 02:02:10.932249,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05814706919919649
2023-11-22 02:02:33.754799,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05590202482488534
2023-11-22 02:18:26.385053,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05607674971544664
2023-11-22 02:33:52.932339,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.0581012609454241
2023-11-22 02:34:22.461649,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05640634670345909
2023-11-22 02:51:28.417252,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05662061837708782
2023-11-22 02:51:59.817889,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05872388325388513
2023-11-22 03:07:52.014129,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05585586488134213
2023-11-22 03:08:14.996426,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05607896733040494
2023-11-22 03:25:13.208515,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05619471492178021
2023-11-22 03:40:59.921358,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05586956497380981
2023-11-22 03:41:25.180580,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05783864623187026
2023-11-22 03:57:23.147568,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05610392325769262
2023-11-22 03:57:55.518039,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.055631258537912856
2023-11-22 04:14:23.050142,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056529940991038745
2023-11-22 04:31:12.644492,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05924861644062231
2023-11-22 04:31:40.576530,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.06187668450016462
2023-11-22 04:47:07.337075,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05686567684125881
2023-11-22 04:47:36.488403,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05623892445599054
2023-11-22 05:04:39.501890,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.057238372074475345
2023-11-22 05:05:09.675812,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.056061238282336674
2023-11-22 05:22:47.365579,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05565685234026465
2023-11-22 05:40:15.684771,1.0,1.0,0.06,0.2,50000,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],put,0.01,0.005,0.001,1000,1000,0.05668181396922149
